iter	RMSE
1683	279220.8543
1684	279208.5122
1685	279186.0033
1686	279165.9766
1687	279136.2551
1688	279072.1667
1689	279041.9513
1690	279040.099
1691	279010.0974
1692	278989.4155
1693	278982.9026
1694	278911.2801
1695	278856.1961
1696	278808.3382
1697	278804.6391
1698	278793.2517
1699	278789.5872
1700	278757.5216
1701	278748.4013
1702	278701.9744
1703	278652.3031
1704	278643.2171
1705	278633.29
1706	278631.4044
1707	278627.9705
1708	278580.8344
1709	278537.1405
1710	278469.308
1711	278435.6425
1712	278417.9212
1713	278398.0371
1714	278347.9356
1715	278319.9923
1716	278275.2747
1717	278258.2025
1718	278254.4231
1719	278229.6624
1720	278201.7069
1721	278151.0794
1722	278129.1323
1723	278122.6085
1724	278089.6448
1725	278043.3342
1726	277994.9132
1727	277955.3078
1728	277908.6149
1729	277875.2864
1730	277842.9444
1731	277830.6196
1732	277791.606
1733	277779.8397
1734	277766.4009
1735	277734.0373
1736	277704.0022
1737	277692.2222
1738	277658.755
1739	277638.8648
1740	277630.8782
1741	277579.4888
1742	277558.6505
1743	277510.0823
1744	277502.0505
1745	277451.1799
1746	277389.6621
1747	277352.5993
1748	277321.4463
1749	277293.972
1750	277262.7225
1751	277224.2198
1752	277184.4116
1753	277161.08
1754	277127.2964
1755	277121.3133
1756	277119.5458
1757	277083.8465
1758	277040.898
1759	277028.1071
1760	276988.4121
1761	276979.4121
1762	276938.9397
1763	276895.8512
1764	276861.207
1765	276805.2865
1766	276752.7423
1767	276736.5004
1768	276723.9881
1769	276694.0579
1770	276684.6239
1771	276646.5551
1772	276618.0242
1773	276607.7598
1774	276599.6525
1775	276596.715
1776	276541.9833
1777	276534.4857
1778	276501.3434
1779	276474.5324
1780	276462.6488
1781	276433.3756
1782	276398.8868
1783	276381.9909
1784	276362.3528
1785	276349.8766
1786	276334.0018
1787	276294.0466
1788	276234.7662
1789	276226.1554
1790	276218.3967
1791	276198.861
1792	276157.1634
1793	276112.9705
1794	276100.776
1795	276056.3017
1796	276047.4881
1797	276014.3804
1798	275989.4349
1799	275944.2913
1800	275909.6881
1801	275906.564
1802	275873.624
1803	275863.4989
1804	275830.2896
1805	275774.2707
1806	275737.4269
1807	275716.2202
1808	275683.3745
1809	275647.2544
1810	275586.8018
1811	275551.0568
1812	275543.462
1813	275527.4834
1814	275520.7999
1815	275482.6355
1816	275452.858
1817	275426.3954
1818	275397.411
1819	275378.2466
1820	275352.2584
1821	275346.0193
1822	275271.4056
1823	275251.8816
1824	275236.7023
1825	275178.0987
1826	275134.9793
1827	275087.3917
1828	275047.6612
1829	275038.4949
1830	274976.6977
1831	274946.4344
1832	274940.4174
1833	274901.2337
1834	274867.6729
1835	274847.629
1836	274823.7135
1837	274779.3373
1838	274754.2085
1839	274739.6268
1840	274735.6924
1841	274711.5269
1842	274694.9637
1843	274686.9925
1844	274650.8633
1845	274615.9493
1846	274601.9831
1847	274568.7102
1848	274537.5021
1849	274497.751
1850	274458.6918
1851	274404.9033
1852	274392.755
1853	274366.7937
1854	274326.6051
1855	274323.7089
1856	274259.4712
1857	274237.4434
1858	274195.0051
1859	274183.9786
1860	274169.7313
1861	274141.1984
1862	274119.0077
1863	274083.4892
1864	274052.6618
1865	274006.0766
1866	273989.3809
1867	273949.684
1868	273894.4749
1869	273855.4821
1870	273821.8791
1871	273788.7438
1872	273734.0627
1873	273705.7448
1874	273682.486
1875	273674.2788
1876	273636.2083
1877	273602.6173
1878	273571.6853
1879	273567.7334
1880	273530.185
1881	273525.2116
1882	273483.5404
1883	273475.8403
1884	273434.2345
1885	273417.928
1886	273358.3569
1887	273352.3966
1888	273316.9925
1889	273268.1423
1890	273212.1136
1891	273165.2298
1892	273101.426
1893	273063.8256
1894	273031.1297
1895	272995.6719
1896	272925.9929
1897	272873.841
1898	272861.8795
1899	272825.7886
1900	272770.3242
1901	272747.291
1902	272726.6792
1903	272701.0661
1904	272683.2326
1905	272654.2279
1906	272643.1692
1907	272594.0614
1908	272570.9936
1909	272541.8403
1910	272497.7481
1911	272483.2581
1912	272447.9541
1913	272389.1243
1914	272355.2097
1915	272344.4724
1916	272302.2228
1917	272236.4253
1918	272220.1946
1919	272204.2828
1920	272199.4367
1921	272169.5367
1922	272149.0071
1923	272134.6213
1924	272112.1719
1925	272071.0612
1926	272045.7537
1927	272014.7196
1928	271957.8988
1929	271913.4781
1930	271909.6143
1931	271895.4084
1932	271861.3847
1933	271840.9634
1934	271792.7346
1935	271763.4539
1936	271739.5045
1937	271707.6183
1938	271700.7072
1939	271649.2703
1940	271624.6859
1941	271587.6619
1942	271564.674
1943	271500.8875
1944	271495.9223
1945	271442.4992
1946	271436.7688
1947	271404.6748
1948	271365.624
1949	271356.9801
1950	271302.5794
1951	271252.8686
1952	271230.155
1953	271225.5132
1954	271213.4305
1955	271182.9222
1956	271139.5871
1957	271128.121
1958	271090.5436
1959	271081.9501
1960	271065.1251
1961	271018.4933
1962	270993.836
1963	270964.7412
1964	270957.4755
1965	270931.4161
1966	270901.552
1967	270873.6429
1968	270844.034
1969	270825.3209
1970	270816.5221
1971	270806.7783
1972	270765.3976
1973	270719.2301
1974	270706.3646
1975	270676.243
1976	270661.9825
1977	270641.6934
1978	270620.7901
1979	270585.5096
1980	270577.1834
1981	270573.7209
1982	270539.3244
1983	270488.2435
1984	270452.0689
1985	270421.7425
1986	270383.1859
1987	270360.4391
1988	270334.5929
1989	270299.841
1990	270272.9968
1991	270233.7675
1992	270231.078
1993	270181.5534
1994	270151.1594
1995	270146.4711
1996	270138.2791
1997	270135.0717
1998	270115.4103
1999	270084.7484
2000	270067.9385
2001	270061.2255
2002	270028.0898
2003	269998.1535
2004	269960.341
2005	269951.4077
2006	269897.5241
2007	269890.7518
2008	269882.6214
2009	269850.9305
2010	269819.1281
2011	269766.6842
2012	269746.5669
2013	269700.2542
2014	269677.9815
2015	269665.2879
2016	269632.6204
2017	269585.9874
2018	269561.351
2019	269546.1468
2020	269517.4851
2021	269508.028
2022	269448.5869
2023	269428.146
2024	269393.2417
2025	269377.0417
2026	269354.771
2027	269318.9949
2028	269269.4204
2029	269238.9731
2030	269197.0313
2031	269185.2067
2032	269138.994
2033	269128.2439
2034	269093.4752
2035	269049.4666
2036	269011.7683
2037	268981.5387
2038	268968.7839
2039	268936.4341
2040	268898.2624
2041	268860.6524
2042	268833.3301
2043	268806.8072
2044	268792.6182
2045	268766.2701
2046	268733.8146
2047	268686.6138
2048	268643.8273
2049	268605.666
2050	268581.823
2051	268523.702
2052	268486.301
2053	268447.2994
2054	268415.1532
2055	268394.4097
2056	268364.1964
2057	268334.5321
2058	268306.8995
2059	268304.4027
2060	268260.0192
2061	268244.5885
2062	268197.3511
2063	268163.2097
2064	268160.0383
2065	268104.4238
2066	268088.2152
2067	268070.9862
2068	268044.6145
2069	268026.62
2070	267996.4941
2071	267973.382
2072	267930.2421
2073	267918.8481
2074	267885.4162
2075	267844.5344
2076	267828.41
2077	267791.8551
2078	267762.4271
2079	267749.197
2080	267725.1001
2081	267695.9208
2082	267657.1696
2083	267620.7753
2084	267599.3356
2085	267561.9091
2086	267515.221
2087	267501.0365
2088	267461.0679
2089	267430.9086
2090	267408.3682
2091	267348.5227
2092	267333.2211
2093	267322.4986
2094	267294.5741
2095	267287.2756
2096	267280.0674
2097	267262.6559
2098	267255.8143
2099	267236.9015
2100	267199.7351
2101	267134.7222
2102	267105.5916
2103	267069.2699
2104	267042.6494
2105	267020.1843
2106	266984.6261
2107	266957.0887
2108	266920.3518
2109	266880.0169
2110	266844.4058
2111	266830.1545
2112	266796.7906
2113	266771.3828
2114	266764.2422
2115	266736.9651
2116	266719.8083
2117	266697.0933
2118	266680.837
2119	266656.6272
2120	266634.5364
2121	266596.3728
2122	266572.7284
2123	266540.3373
2124	266523.4748
2125	266510.7904
2126	266443.9347
2127	266404.6895
2128	266370.9293
2129	266325.9062
2130	266306.8715
2131	266285.2137
2132	266269.527
2133	266252.5591
2134	266228.0778
2135	266204.0293
2136	266171.9711
2137	266142.2201
2138	266104.6137
2139	266070.6401
2140	266039.6217
2141	266022.2659
2142	265996.1693
2143	265965.1225
2144	265926.9438
2145	265873.5397
2146	265848.1983
2147	265839.2633
2148	265815.4778
2149	265772.2221
2150	265735.0925
2151	265710.74
2152	265699.7038
2153	265658.9701
2154	265622.7295
2155	265585.7608
2156	265550.7813
2157	265502.5064
2158	265464.6092
2159	265432.4876
2160	265399.2229
2161	265341.5801
2162	265307.9887
2163	265275.4435
2164	265258.7489
2165	265217.8789
2166	265183.3552
2167	265147.8471
2168	265140.3265
2169	265123.3509
2170	265105.3262
